,Sign,GlossVar,Frequence,Path,SentencePath
218,eso,ESOS_1,1,CONTAR-NUMEROS_ORACION_2\ESOS_1_6.mp4,CONTAR-NUMEROS_ORACION_2.mp4
219,contar,CONTAR-MANUAL_2,2,CONTAR-NUMEROS_ORACION_3\CONTAR-MANUAL_2_4.mp4,CONTAR-NUMEROS_ORACION_3.mp4
220,contricant,CONTRICANTES_1,1,CONTAR-NUMEROS_ORACION_3\CONTRICANTES_1_3.mp4,CONTAR-NUMEROS_ORACION_3.mp4
221,entregar,ENTREGAR_1,1,CONTAR-NUMEROS_ORACION_4\ENTREGAR_1_7.mp4,CONTAR-NUMEROS_ORACION_4.mp4
222,tres,TRES_1,1,CONTAR-NUMEROS_ORACION_4\TRES_1_6.mp4,CONTAR-NUMEROS_ORACION_4.mp4
223,contar,CONTAR_1,3,CONTAR_ORACION_1\CONTAR_1_5.mp4,CONTAR_ORACION_1.mp4
224,historia,HISTORIA_1,2,CONTAR_ORACION_1\HISTORIA_1_2.mp4,CONTAR_ORACION_1.mp4
225,papa,PAPA_1,3,CONTAR_ORACION_2\PAPA_1_1.mp4,CONTAR_ORACION_2.mp4
226,su,SU_1,1,CONTAR_ORACION_2\SU_1_5.mp4,CONTAR_ORACION_2.mp4
227,vida,VIDA_1,1,CONTAR_ORACION_2\VIDA_1_6.mp4,CONTAR_ORACION_2.mp4
228,conyuge,CONYUGE_1,2,CONYUGE_ORACION_1\CONYUGE_1_5.mp4,CONYUGE_ORACION_1.mp4
229,iglesia,IGLESIA_1,1,CONYUGE_ORACION_1\IGLESIA_1_4.mp4,CONYUGE_ORACION_1.mp4
230,cornudo,CORNUDO_1,1,CORNUDO_ORACION_1\CORNUDO_1_6.mp4,CORNUDO_ORACION_1.mp4
231,cornudo,CORNUDO_2,2,CORNUDO_ORACION_2\CORNUDO_2_6.mp4,CORNUDO_ORACION_2.mp4
232,correr,CORRER_1,1,CORRER_ORACION_1\CORRER_1_5.mp4,CORRER_ORACION_1.mp4
233,mañana,MAÑANA-DEL-DIA_1,1,CORRER_ORACION_1\MAÑANA-DEL-DIA_1_2.mp4,CORRER_ORACION_1.mp4
234,mañana,MAÑANA_1,1,CORRER_ORACION_1\MAÑANA_1_1.mp4,CORRER_ORACION_1.mp4
235,temprano,TEMPRANO_1,2,CORRER_ORACION_1\TEMPRANO_1_3.mp4,CORRER_ORACION_1.mp4
236,cortina,CORTINA_1,1,CORTINA_ORACION_1\CORTINA_1_3.mp4,CORTINA_ORACION_1.mp4
237,cortina,CORTINA-ROLLER_1,1,CORTINA_ORACION_3\CORTINA-ROLLER_1_3.mp4,CORTINA_ORACION_3.mp4
238,cual,CUAL_1,2,CUAL_ORACION_1\CUAL_1_7.mp4,CUAL_ORACION_1.mp4
239,gustar,GUSTAR_1,2,CUAL_ORACION_1\GUSTAR_1_4.mp4,CUAL_ORACION_1.mp4
240,zapato,ZAPATO_1,2,CUAL_ORACION_1\ZAPATO_1_3.mp4,CUAL_ORACION_1.mp4
241,cuando,CUANDO_1,1,CUANDO_ORACION_1\CUANDO_1_5.mp4,CUANDO_ORACION_1.mp4
242,cuando,CUANDO_2,1,CUANDO_ORACION_2\CUANDO_2_4.mp4,CUANDO_ORACION_2.mp4
243,futbol,FUTBOL_1,3,CUANDO_ORACION_2\FUTBOL_1_2.mp4,CUANDO_ORACION_2.mp4
244,cuarenta,CUARENTA_1,1,CUARENTA_ORACION_1\CUARENTA_1_8.mp4,CUARENTA_ORACION_1.mp4
245,polo,POLO_1,1,CUARENTA_ORACION_1\POLO_1_3.mp4,CUARENTA_ORACION_1.mp4
246,agarrar,AGARRAR-BOTELLA_1,2,CUARENTA_ORACION_2\AGARRAR-BOTELLA_1_1.mp4,CUARENTA_ORACION_2.mp4
247,colocar,COLOCAR-BOTELLA_1,1,CUARENTA_ORACION_2\COLOCAR-BOTELLA_1_9.mp4,CUARENTA_ORACION_2.mp4
248,cuarenta,CUARENTA_2,1,CUARENTA_ORACION_2\CUARENTA_2_7.mp4,CUARENTA_ORACION_2.mp4
249,fino,FINO_1,2,CUARENTA_ORACION_2\FINO_1_5.mp4,CUARENTA_ORACION_2.mp4
250,vino,VINO_1,1,CUARENTA_ORACION_2\VINO_1_3.mp4,CUARENTA_ORACION_2.mp4
251,enseñar,ENSEÑAR_1,1,CUATRO_ORACION_1\ENSEÑAR_1_7.mp4,CUATRO_ORACION_1.mp4
252,llegar,LLEGAR_1,1,CUATRO_ORACION_1\LLEGAR_1_4.mp4,CUATRO_ORACION_1.mp4
253,mama,MAMA_1,5,CUATRO_ORACION_1\MAMA_1_2.mp4,CUATRO_ORACION_1.mp4
254,cuerpo,CUERPO_1,1,CUERPO_ORACION_1\CUERPO_1_2.mp4,CUERPO_ORACION_1.mp4
255,sucio,SUCIO_1,1,CUERPO_ORACION_1\SUCIO_1_3.mp4,CUERPO_ORACION_1.mp4
256,cuerpo,CUERPO_2,1,CUERPO_ORACION_2\CUERPO_2_2.mp4,CUERPO_ORACION_2.mp4
257,cuna,CUNA_1,3,CUNA_ORACION_1\CUNA_1_5.mp4,CUNA_ORACION_1.mp4
258,sobrina,SOBRINA_1,1,CUNA_ORACION_1\SOBRINA_1_2.mp4,CUNA_ORACION_1.mp4
259,como,COMO_1,1,CUNA_ORACION_2\COMO_1_3.mp4,CUNA_ORACION_2.mp4
260,fantasma,FANTASMA_1,1,CUNA_ORACION_2\FANTASMA_1_4.mp4,CUNA_ORACION_2.mp4
261,dar,DAR-PASOS_1,3,DAR-PASOS_ORACION_1\DAR-PASOS_1_15.mp4,DAR-PASOS_ORACION_1.mp4
262,dos,DOS-PERSONAS_1,1,DAR-PASOS_ORACION_1\DOS-PERSONAS_1_11.mp4,DAR-PASOS_ORACION_1.mp4
263,enamorado,ENAMORADO_1,2,DAR-PASOS_ORACION_1\ENAMORADO_1_12.mp4,DAR-PASOS_ORACION_1.mp4
264,no,NO-IMPORTAR_1,1,DAR-PASOS_ORACION_1\NO-IMPORTAR_1_14.mp4,DAR-PASOS_ORACION_1.mp4
265,pelea,PELEA_1,2,DAR-PASOS_ORACION_1\PELEA_1_6.mp4,DAR-PASOS_ORACION_1.mp4
266,perro,PERRO_2,2,DAR-PASOS_ORACION_1\PERRO_2_7.mp4,DAR-PASOS_ORACION_1.mp4
267,debajo,DEBAJO_1,1,DEBAJO_ORACION_1\DEBAJO_1_5.mp4,DEBAJO_ORACION_1.mp4
268,gato,GATO_1,4,DEBAJO_ORACION_1\GATO_1_4.mp4,DEBAJO_ORACION_1.mp4
269,debajo,DEBAJO_2,1,DEBAJO_ORACION_2\DEBAJO_2_6.mp4,DEBAJO_ORACION_2.mp4
270,debajo,DEBAJO_3,1,DEBAJO_ORACION_3\DEBAJO_3_6.mp4,DEBAJO_ORACION_3.mp4
271,desaparecer,DESAPARECER_1,1,DEBAJO_ORACION_3\DESAPARECER_1_4.mp4,DEBAJO_ORACION_3.mp4
272,odiar,ODIAR_1,1,DECIRME_ORACION_1\ODIAR_1_2.mp4,DECIRME_ORACION_1.mp4
273,dentro,DENTRO_1,1,DENTRO_ORACION_1\DENTRO_1_4.mp4,DENTRO_ORACION_1.mp4
274,desparecer,DESPARECER_1,1,DESAPARECER_ORACION_1\DESPARECER_1_3.mp4,DESAPARECER_ORACION_1.mp4
275,llave,LLAVE_1,3,DESAPARECER_ORACION_1\LLAVE_1_2.mp4,DESAPARECER_ORACION_1.mp4
276,desparecer,DESPARECER_2,1,DESAPARECER_ORACION_2\DESPARECER_2_4.mp4,DESAPARECER_ORACION_2.mp4
277,despu,DESPUES_1,1,DESPUES_ORACION_1\DESPUES_1_1.mp4,DESPUES_ORACION_1.mp4
278,despu,DESPUES_2,3,DESPUES_ORACION_2\DESPUES_2_1.mp4,DESPUES_ORACION_2.mp4
279,despu,DESPUES_3,1,DESPUES_ORACION_3\DESPUES_3_1.mp4,DESPUES_ORACION_3.mp4
280,examen,EXAMEN_1,2,DESPUES_ORACION_3\EXAMEN_1_2.mp4,DESPUES_ORACION_3.mp4
281,grabar,GRABAR_1,2,DESPUES_ORACION_4\GRABAR_1_2.mp4,DESPUES_ORACION_4.mp4
282,dia,DIA_1,1,DIA_ORACION_1\DIA_1_1.mp4,DIA_ORACION_1.mp4
283,diecinueve,DIECINUEVE_1,1,DIECINUEVE_ORACION_1\DIECINUEVE_1_5.mp4,DIECINUEVE_ORACION_1.mp4
284,pez,PEZ_1,1,DIECINUEVE_ORACION_1\PEZ_1_2.mp4,DIECINUEVE_ORACION_1.mp4
285,diecinueve,DIECINUEVE_2,1,DIECINUEVE_ORACION_2\DIECINUEVE_2_4.mp4,DIECINUEVE_ORACION_2.mp4
286,diecinueve,DIECINUEVE_3,1,DIECINUEVE_ORACION_3\DIECINUEVE_3_3.mp4,DIECINUEVE_ORACION_3.mp4
287,chancho,CHANCHO_1,1,DIECIOCHO_ORACION_1\CHANCHO_1_2.mp4,DIECIOCHO_ORACION_1.mp4
288,dieciocho,DIECIOCHO_1,1,DIECIOCHO_ORACION_1\DIECIOCHO_1_3.mp4,DIECIOCHO_ORACION_1.mp4
289,dieciocho,DIECIOCHO_2,1,DIECIOCHO_ORACION_2\DIECIOCHO_2_3.mp4,DIECIOCHO_ORACION_2.mp4
290,gallina,GALLINA_1,1,DIECIOCHO_ORACION_2\GALLINA_1_2.mp4,DIECIOCHO_ORACION_2.mp4
291,dieciocho,DIECIOCHO_3,1,DIECIOCHO_ORACION_3\DIECIOCHO_3_4.mp4,DIECIOCHO_ORACION_3.mp4
292,dieciseis,DIECISEIS_1,1,DIECISEIS_ORACION_1\DIECISEIS_1_5.mp4,DIECISEIS_ORACION_1.mp4
293,dieciseis,DIECISEIS_2,1,DIECISEIS_ORACION_2\DIECISEIS_2_4.mp4,DIECISEIS_ORACION_2.mp4
294,mono,MONO_1,1,DIECISEIS_ORACION_2\MONO_1_2.mp4,DIECISEIS_ORACION_2.mp4
295,dieciseis,DIECISEIS_3,1,DIECISEIS_ORACION_3\DIECISEIS_3_3.mp4,DIECISEIS_ORACION_3.mp4
296,increible,INCREIBLE_1,1,DIECISEIS_ORACION_3\INCREIBLE_1_4.mp4,DIECISEIS_ORACION_3.mp4
297,diecisiete,DIECISIETE_1,1,DIECISIETE_ORACION_1\DIECISIETE_1_3.mp4,DIECISIETE_ORACION_1.mp4
298,perro,PERRO_1,1,DIECISIETE_ORACION_1\PERRO_1_2.mp4,DIECISIETE_ORACION_1.mp4
299,cuanto,CUANTO_3,2,DIECISIETE_ORACION_2\CUANTO_3_1.mp4,DIECISIETE_ORACION_2.mp4
300,diecisiete,DIECISIETE_2,2,DIECISIETE_ORACION_2\DIECISIETE_2_4.mp4,DIECISIETE_ORACION_2.mp4
301,diecisiete,DIECISIETE_3,1,DIECISIETE_ORACION_3\DIECISIETE_3_3.mp4,DIECISIETE_ORACION_3.mp4
302,pollo,POLLO_1,1,DIECISIETE_ORACION_3\POLLO_1_1.mp4,DIECISIETE_ORACION_3.mp4
303,diez,DIEZ_1,1,DIEZ_ORACION_1\DIEZ_1_10.mp4,DIEZ_ORACION_1.mp4
304,pero,PERO_1,1,DIEZ_ORACION_1\PERO_1_4.mp4,DIEZ_ORACION_1.mp4
305,nada,NADA-MAS_1,1,DIEZ_ORACION_2\NADA-MAS_1_8.mp4,DIEZ_ORACION_2.mp4
306,solo,SOLO_1,1,DIEZ_ORACION_2\SOLO_1_5.mp4,DIEZ_ORACION_2.mp4
307,sordo,SORDO_1,1,DIEZ_ORACION_2\SORDO_1_6.mp4,DIEZ_ORACION_2.mp4
308,dificil,DIFICIL_1,1,DIFICIL_ORACION_1\DIFICIL_1_2.mp4,DIFICIL_ORACION_1.mp4
309,matematica,MATEMATICA_1,1,DIFICIL_ORACION_1\MATEMATICA_1_1.mp4,DIFICIL_ORACION_1.mp4
310,dificil,DIFICIL_2,1,DIFICIL_ORACION_2\DIFICIL_2_2.mp4,DIFICIL_ORACION_2.mp4
311,dificil,DIFICIL_3,1,DIFICIL_ORACION_3\DIFICIL_3_1.mp4,DIFICIL_ORACION_3.mp4
312,mucho,MUCHO-DINERO_2,1,DINERO_ORACION_2\MUCHO-DINERO_2_3.mp4,DINERO_ORACION_2.mp4
313,rico,RICO_1,1,DINERO_ORACION_2\RICO_1_2.mp4,DINERO_ORACION_2.mp4
314,doce,DOCE_1,1,DOCE_ORACION_1\DOCE_1_5.mp4,DOCE_ORACION_1.mp4
315,graduar él,GRADUARSE_1,1,DOCE_ORACION_1\GRADUARSE_1_4.mp4,DOCE_ORACION_1.mp4
316,doce,DOCE_2,1,DOCE_ORACION_2\DOCE_2_9.mp4,DOCE_ORACION_2.mp4
317,imposible,IMPOSIBLE_1,3,DOCE_ORACION_2\IMPOSIBLE_1_3.mp4,DOCE_ORACION_2.mp4
318,ojo,OJOS_1,1,DOCE_ORACION_2\OJOS_1_7.mp4,DOCE_ORACION_2.mp4
319,pensar,PENSAR_1,5,DOCE_ORACION_2\PENSAR_1_4.mp4,DOCE_ORACION_2.mp4
320,doce,DOCE_3,1,DOCE_ORACION_3\DOCE_3_4.mp4,DOCE_ORACION_3.mp4
321,pais,PAIS_1,1,DOCE_ORACION_3\PAIS_1_5.mp4,DOCE_ORACION_3.mp4
322,viajar,VIAJAR_1,4,DOCE_ORACION_3\VIAJAR_1_2.mp4,DOCE_ORACION_3.mp4
323,lugar,LUGAR_1,4,DONDE_ORACION_1\LUGAR_1_2.mp4,DONDE_ORACION_1.mp4
324,dormir,DORMIR_2,2,DORMIR_ORACION_2\DORMIR_2_3.mp4,DORMIR_ORACION_2.mp4
325,tia,TIA_1,1,DORMIR_ORACION_3\TIA_1_2.mp4,DORMIR_ORACION_3.mp4
326,buscar,BUSCAR-RECIPENTE_1,1,DOS_ORACION_1\BUSCAR-RECIPENTE_1_4.mp4,DOS_ORACION_1.mp4
327,esperar,ESPERAR_1,6,DOS_ORACION_1\ESPERAR_1_2.mp4,DOS_ORACION_1.mp4
328,llevar,LLEVAR-RECIPENTE_1,1,DOS_ORACION_1\LLEVAR-RECIPENTE_1_5.mp4,DOS_ORACION_1.mp4
329,quitar,QUITAR_1,1,DOS_ORACION_1\QUITAR_1_3.mp4,DOS_ORACION_1.mp4
330,ix,IX-OCULTO_1,2,EL-SUSURRO_ORACION_1\IX-OCULTO_1_2.mp4,EL-SUSURRO_ORACION_1.mp4
331,romper,ROMPER_1,2,ELLA_ORACION_2\ROMPER_1_2.mp4,ELLA_ORACION_2.mp4
332,acordar,ACORDAR_1,1,EL_ORACION_1\ACORDAR_1_3.mp4,EL_ORACION_1.mp4
333,empezar,EMPEZAR_1,2,EMPEZAR_ORACION_1\EMPEZAR_1_4.mp4,EMPEZAR_ORACION_1.mp4
334,empezar,EMPEZAR_2,1,EMPEZAR_ORACION_2\EMPEZAR_2_1.mp4,EMPEZAR_ORACION_2.mp4
335,encontrar,ENCONTRAR_1,2,ENCONTRAR_ORACION_1\ENCONTRAR_1_5.mp4,ENCONTRAR_ORACION_1.mp4
336,nueve,NUEVE_1,1,ENCONTRAR_ORACION_1\NUEVE_1_4.mp4,ENCONTRAR_ORACION_1.mp4
337,por,POR-FAVOR_1,9,ENCONTRAR_ORACION_1\POR-FAVOR_1_2.mp4,ENCONTRAR_ORACION_1.mp4
338,encontrar,ENCONTRAR_2,1,ENCONTRAR_ORACION_2\ENCONTRAR_2_4.mp4,ENCONTRAR_ORACION_2.mp4
339,casualidad,CASUALIDAD_1,1,ENCONTRAR_ORACION_3\CASUALIDAD_1_2.mp4,ENCONTRAR_ORACION_3.mp4
340,celular,CELULAR_1,1,ENCONTRAR_ORACION_3\CELULAR_1_4.mp4,ENCONTRAR_ORACION_3.mp4
341,encontrar,ENCONTRAR_3,1,ENCONTRAR_ORACION_3\ENCONTRAR_3_3.mp4,ENCONTRAR_ORACION_3.mp4
342,engañar,ENGAÑAR_1,1,ENGAÑAR_ORACION_1\ENGAÑAR_1_7.mp4,ENGAÑAR_ORACION_1.mp4
343,no,NO_2,3,ENGAÑAR_ORACION_1\NO_2_4.mp4,ENGAÑAR_ORACION_1.mp4
344,engañar,ENGAÑAR_2,1,ENGAÑAR_ORACION_2\ENGAÑAR_2_3.mp4,ENGAÑAR_ORACION_2.mp4
345,facil,FACIL_1,1,ENGAÑAR_ORACION_2\FACIL_1_2.mp4,ENGAÑAR_ORACION_2.mp4
346,cambiar,CAMBIAR_1,1,ENGORDAR_ORACION_1\CAMBIAR_1_2.mp4,ENGORDAR_ORACION_1.mp4
347,engordar,ENGORDAR_1,1,ENGORDAR_ORACION_1\ENGORDAR_1_3.mp4,ENGORDAR_ORACION_1.mp4
348,ah,AH-YA_1,1,ENTENDER_ORACION_1\AH-YA_1_1.mp4,ENTENDER_ORACION_1.mp4
349,entender,ENTENDER_1,1,ENTENDER_ORACION_1\ENTENDER_1_2.mp4,ENTENDER_ORACION_1.mp4
350,atencion,ATENCION_1,1,ENTENDER_ORACION_2\ATENCION_1_2.mp4,ENTENDER_ORACION_2.mp4
351,entender,ENTENDER_2,1,ENTENDER_ORACION_2\ENTENDER_2_3.mp4,ENTENDER_ORACION_2.mp4
352,entrar,ENTRAR_2,1,ENTRAR_ORACION_2\ENTRAR_2_3.mp4,ENTRAR_ORACION_2.mp4
353,esconder,ESCONDER_1,1,ESCONDER_ORACION_1\ESCONDER_1_4.mp4,ESCONDER_ORACION_1.mp4
354,esperar,ESPERAR_2,3,ESPERAR_ORACION_2\ESPERAR_2_4.mp4,ESPERAR_ORACION_2.mp4
355,tarde,TARDE_1,1,ESPERAR_ORACION_2\TARDE_1_2.mp4,ESPERAR_ORACION_2.mp4
356,esperar,ESPERAR_3,2,ESPERAR_ORACION_3\ESPERAR_3_3.mp4,ESPERAR_ORACION_3.mp4
357,esperar,ESPERAR_4,1,ESPERAR_ORACION_4\ESPERAR_4_2.mp4,ESPERAR_ORACION_4.mp4
358,llamar,LLAMAR_1,1,ESPERAR_ORACION_4\LLAMAR_1_1.mp4,ESPERAR_ORACION_4.mp4
359,enfermo,ENFERMO_1,1,ESTAR-BIEN_ORACION_1\ENFERMO_1_2.mp4,ESTAR-BIEN_ORACION_1.mp4
360,estar,ESTAR-BIEN_1,3,ESTAR-BIEN_ORACION_1\ESTAR-BIEN_1_6.mp4,ESTAR-BIEN_ORACION_1.mp4
361,que,QUE_1,7,ESTAR-BIEN_ORACION_1\QUE_1_4.mp4,ESTAR-BIEN_ORACION_1.mp4
362,sick,SICK_1,1,ESTAR-BIEN_ORACION_1\SICK_1_3.mp4,ESTAR-BIEN_ORACION_1.mp4
363,abuelo,ABUELO_1,1,ESTAR-BIEN_ORACION_2\ABUELO_1_2.mp4,ESTAR-BIEN_ORACION_2.mp4
364,hospital,HOSPITAL_1,1,ESTAR-BIEN_ORACION_2\HOSPITAL_1_3.mp4,ESTAR-BIEN_ORACION_2.mp4
365,faltar,FALTAR_1,3,FALTAR_ORACION_1\FALTAR_1_1.mp4,FALTAR_ORACION_1.mp4
366,faltar,FALTAR_2,1,FALTAR_ORACION_2\FALTAR_2_6.mp4,FALTAR_ORACION_2.mp4
367,leer,LEER_1,2,FALTAR_ORACION_2\LEER_1_1.mp4,FALTAR_ORACION_2.mp4
368,venir,VENIR_1,1,FALTAR_ORACION_2\VENIR_1_3.mp4,FALTAR_ORACION_2.mp4
369,feliz,FELIZ_1,2,FELIZ_ORACION_1\FELIZ_1_2.mp4,FELIZ_ORACION_1.mp4
370,ingresar,INGRESAR_1,1,FELIZ_ORACION_1\INGRESAR_1_4.mp4,FELIZ_ORACION_1.mp4
371,universidad,UNIVERSIDAD_1,2,FELIZ_ORACION_1\UNIVERSIDAD_1_5.mp4,FELIZ_ORACION_1.mp4
372,feliz,FELIZ_3,1,FELIZ_ORACION_3\FELIZ_3_2.mp4,FELIZ_ORACION_3.mp4
373,siempre,SIEMPRE_1,1,FELIZ_ORACION_3\SIEMPRE_1_3.mp4,FELIZ_ORACION_3.mp4
374,fin,FIN_1,2,FIN_ORACION_1\FIN_1_3.mp4,FIN_ORACION_1.mp4
375,limpiar,LIMPIAR_1,2,FIN_ORACION_1\LIMPIAR_1_2.mp4,FIN_ORACION_1.mp4
376,escribir,ESCRIBIR_1,5,FIN_ORACION_2\ESCRIBIR_1_2.mp4,FIN_ORACION_2.mp4
377,fin,FIN_2,1,FIN_ORACION_2\FIN_2_4.mp4,FIN_ORACION_2.mp4
378,fin,FIN_3,1,FIN_ORACION_3\FIN_3_4.mp4,FIN_ORACION_3.mp4
379,flaco,FLACO_1,2,FLACO_ORACION_1\FLACO_1_2.mp4,FLACO_ORACION_1.mp4
380,sorpresa,SORPRESA_1,1,FLACO_ORACION_1\SORPRESA_1_1.mp4,FLACO_ORACION_1.mp4
381,mamá,MAMÁ_1,1,FLACO_ORACION_2\MAMÁ_1_2.mp4,FLACO_ORACION_2.mp4
382,mi,MI_,1,FLACO_ORACION_2\MI_1.mp4,FLACO_ORACION_2.mp4
383,flaco,FLACO_3,1,FLACO_ORACION_3\FLACO_3_4.mp4,FLACO_ORACION_3.mp4
384,gordo,GORDO_1,2,FLACO_ORACION_3\GORDO_1_2.mp4,FLACO_ORACION_3.mp4
385,pasado,PASADO_1,3,FLACO_ORACION_3\PASADO_1_1.mp4,FLACO_ORACION_3.mp4
386,flaco,FLACO_4,1,FLACO_ORACION_4\FLACO_4_2.mp4,FLACO_ORACION_4.mp4
387,fortachon,FORTACHON_1,1,FORTACHON_ORACION_1\FORTACHON_1_4.mp4,FORTACHON_ORACION_1.mp4
388,lindo,LINDO_1,1,FORTACHON_ORACION_1\LINDO_1_3.mp4,FORTACHON_ORACION_1.mp4
389,demostrar,DEMOSTRAR_1,1,FORTACHON_ORACION_2\DEMOSTRAR_1_3.mp4,FORTACHON_ORACION_2.mp4
390,fortachon,FORTACHON_2,1,FORTACHON_ORACION_2\FORTACHON_2_2.mp4,FORTACHON_ORACION_2.mp4
391,fortachon,FORTACHON_3,1,FORTACHON_ORACION_3\FORTACHON_3_3.mp4,FORTACHON_ORACION_3.mp4
392,embarazo,EMBARAZO_1,1,FREGADO_ORACION_1\EMBARAZO_1_2.mp4,FREGADO_ORACION_1.mp4
393,fregado,FREGADO_1,1,FREGADO_ORACION_1\FREGADO_1_1.mp4,FREGADO_ORACION_1.mp4
394,fregrado,FREGRADO_2,1,FREGADO_ORACION_2\FREGRADO_2_7.mp4,FREGADO_ORACION_2.mp4
395,marihuana,MARIHUANA_1,1,FREGADO_ORACION_2\MARIHUANA_1_2.mp4,FREGADO_ORACION_2.mp4
396,policia,POLICIA_1,1,FREGADO_ORACION_2\POLICIA_1_4.mp4,FREGADO_ORACION_2.mp4
397,vender,VENDER_1,1,FREGADO_ORACION_2\VENDER_1_3.mp4,FREGADO_ORACION_2.mp4
398,frio,FRIO_2,1,FRIO_ORACION_2\FRIO_2_2.mp4,FRIO_ORACION_2.mp4
399,sentir,SENTIR_1,1,FRIO_ORACION_2\SENTIR_1_1.mp4,FRIO_ORACION_2.mp4
400,baja,BAJA-TEMPERATURA_1,1,FRIO_ORACION_3\BAJA-TEMPERATURA_1_3.mp4,FRIO_ORACION_3.mp4
401,huaraz,HUARAZ_1,1,FRIO_ORACION_3\HUARAZ_1_1.mp4,FRIO_ORACION_3.mp4
402,fundar,FUNDAR_1,1,FUNDAR_ORACION_1\FUNDAR_1_7.mp4,FUNDAR_ORACION_1.mp4
403,preguntar,PREGUNTAR_1,3,FUNDAR_ORACION_1\PREGUNTAR_1_4.mp4,FUNDAR_ORACION_1.mp4
404,fundar,FUNDAR_2,1,FUNDAR_ORACION_2\FUNDAR_2_6.mp4,FUNDAR_ORACION_2.mp4
405,casar él,CASARSE_1,1,FUTURO_ORACION_1\CASARSE_1_3.mp4,FUTURO_ORACION_1.mp4
406,wow,WOW_1,1,GORDO_ORACION_1\WOW_1_1.mp4,GORDO_ORACION_1.mp4
407,gordo,GORDO_2,1,GORDO_ORACION_2\GORDO_2_2.mp4,GORDO_ORACION_2.mp4
408,gorro,GORRO_1,2,GORRO_ORACION_1\GORRO_1_5.mp4,GORRO_ORACION_1.mp4
409,playa,PLAYA_1,2,GORRO_ORACION_1\PLAYA_1_3.mp4,GORRO_ORACION_1.mp4
410,descansar,DESCANSAR_1,1,GORRO_ORACION_2\DESCANSAR_1_1.mp4,GORRO_ORACION_2.mp4
411,gorro,GORRO_2,1,GORRO_ORACION_2\GORRO_2_4.mp4,GORRO_ORACION_2.mp4
412,mucho,MUCHO-SOL_1,1,GORRO_ORACION_2\MUCHO-SOL_1_2.mp4,GORRO_ORACION_2.mp4
413,sacar,SACAR_1,1,GORRO_ORACION_2\SACAR_1_3.mp4,GORRO_ORACION_2.mp4
414,bien,BIEN_3,1,GORRO_ORACION_3\BIEN_3_7.mp4,GORRO_ORACION_3.mp4
415,deporte,DEPORTE_1,1,HACER_ORACION_1\DEPORTE_1_6.mp4,HACER_ORACION_1.mp4
416,entrenar,ENTRENAR_1,1,HACER_ORACION_1\ENTRENAR_1_3.mp4,HACER_ORACION_1.mp4
417,hacer,HACER_1,1,HACER_ORACION_1\HACER_1_2.mp4,HACER_ORACION_1.mp4
418,cruzar,CRUZAR-EL-CIELO_1,1,HELICOPTERO_ORACION_1\CRUZAR-EL-CIELO_1_2.mp4,HELICOPTERO_ORACION_1.mp4
419,helicoptero,HELICOPTERO_1,1,HELICOPTERO_ORACION_1\HELICOPTERO_1_1.mp4,HELICOPTERO_ORACION_1.mp4
420,television,TELEVISION_1,1,HIJO_ORACION_1\TELEVISION_1_5.mp4,HIJO_ORACION_1.mp4
421,hijo,HIJO_2,1,HIJO_ORACION_2\HIJO_2_2.mp4,HIJO_ORACION_2.mp4
422,arroz,ARROZ-CHAUFA_1,1,HIJO_ORACION_3\ARROZ-CHAUFA_1_5.mp4,HIJO_ORACION_3.mp4
423,peru,PERU_1,1,HISTORIA_ORACION_1\PERU_1_4.mp4,HISTORIA_ORACION_1.mp4
424,hola,HOLA_1,2,HOLA_ORACION_1\HOLA_1_4.mp4,HOLA_ORACION_1.mp4
425,abrazar,ABRAZAR_1,1,HOLA_ORACION_2\ABRAZAR_1_5.mp4,HOLA_ORACION_2.mp4
426,hola,HOLA_2,2,HOLA_ORACION_2\HOLA_2_3.mp4,HOLA_ORACION_2.mp4
427,hombre,HOMBRE_2,1,HOMBRE_ORACION_2\HOMBRE_2_3.mp4,HOMBRE_ORACION_2.mp4
428,sabado,SABADO_1,1,HOY_ORACION_1\SABADO_1_2.mp4,HOY_ORACION_1.mp4
429,fiesta,FIESTA_1,1,HOY_ORACION_2\FIESTA_1_4.mp4,HOY_ORACION_2.mp4
430,hoy,HOY_2,1,HOY_ORACION_2\HOY_2_1.mp4,HOY_ORACION_2.mp4
431,dibujar,DIBUJAR_1,2,IDEA_ORACION_1\DIBUJAR_1_2.mp4,IDEA_ORACION_1.mp4
432,idea,IDEA_1,1,IDEA_ORACION_1\IDEA_1_4.mp4,IDEA_ORACION_1.mp4
433,idea,IDEA_2,2,IDEA_ORACION_1\IDEA_2_5.mp4,IDEA_ORACION_1.mp4
434,pensar,PENSAR_2,1,IDEA_ORACION_1\PENSAR_2_3.mp4,IDEA_ORACION_1.mp4
435,igual,IGUAL_1,3,IGUAL_ORACION_1\IGUAL_1_11.mp4,IGUAL_ORACION_1.mp4
436,intentar,INTENTAR_1,1,IGUAL_ORACION_1\INTENTAR_1_2.mp4,IGUAL_ORACION_1.mp4
437,vestir,VESTIR_1,1,IGUAL_ORACION_2\VESTIR_1_1.mp4,IGUAL_ORACION_2.mp4
438,igual,IGUAL_2,3,IGUAL_ORACION_3\IGUAL_2_5.mp4,IGUAL_ORACION_3.mp4
439,participar,PARTICIPAR_1,1,IGUAL_ORACION_4\PARTICIPAR_1_2.mp4,IGUAL_ORACION_4.mp4
