,Sign,GlossVar,Frequence,Path,SentencePath
224,fino,FINO,2,CUARENTA_ORACION_2\FINO_1_5.mp4,CUARENTA_ORACION_2.mp4
225,vino,VINO,1,CUARENTA_ORACION_2\VINO_1_3.mp4,CUARENTA_ORACION_2.mp4
226,enseñar,ENSEÑAR,1,CUATRO_ORACION_1\ENSEÑAR_1_7.mp4,CUATRO_ORACION_1.mp4
227,llegar,LLEGAR,1,CUATRO_ORACION_1\LLEGAR_1_4.mp4,CUATRO_ORACION_1.mp4
228,mama,MAMA,5,CUATRO_ORACION_1\MAMA_1_2.mp4,CUATRO_ORACION_1.mp4
229,cuerpo,CUERPO,2,CUERPO_ORACION_1\CUERPO_1_2.mp4,CUERPO_ORACION_1.mp4
230,sucio,SUCIO,1,CUERPO_ORACION_1\SUCIO_1_3.mp4,CUERPO_ORACION_1.mp4
231,cuna,CUNA,3,CUNA_ORACION_1\CUNA_1_5.mp4,CUNA_ORACION_1.mp4
232,sobrina,SOBRINA,1,CUNA_ORACION_1\SOBRINA_1_2.mp4,CUNA_ORACION_1.mp4
233,como,COMO,1,CUNA_ORACION_2\COMO_1_3.mp4,CUNA_ORACION_2.mp4
234,fantasma,FANTASMA,1,CUNA_ORACION_2\FANTASMA_1_4.mp4,CUNA_ORACION_2.mp4
235,dar,DAR-PASOS,3,DAR-PASOS_ORACION_1\DAR-PASOS_1_15.mp4,DAR-PASOS_ORACION_1.mp4
236,dos,DOS-PERSONAS,1,DAR-PASOS_ORACION_1\DOS-PERSONAS_1_11.mp4,DAR-PASOS_ORACION_1.mp4
237,enamorado,ENAMORADO,2,DAR-PASOS_ORACION_1\ENAMORADO_1_12.mp4,DAR-PASOS_ORACION_1.mp4
238,no,NO-IMPORTAR,1,DAR-PASOS_ORACION_1\NO-IMPORTAR_1_14.mp4,DAR-PASOS_ORACION_1.mp4
239,pelea,PELEA,2,DAR-PASOS_ORACION_1\PELEA_1_6.mp4,DAR-PASOS_ORACION_1.mp4
240,perro,PERRO,3,DAR-PASOS_ORACION_1\PERRO_2_7.mp4,DAR-PASOS_ORACION_1.mp4
241,debajo,DEBAJO,3,DEBAJO_ORACION_1\DEBAJO_1_5.mp4,DEBAJO_ORACION_1.mp4
242,gato,GATO,4,DEBAJO_ORACION_1\GATO_1_4.mp4,DEBAJO_ORACION_1.mp4
243,desaparecer,DESAPARECER,1,DEBAJO_ORACION_3\DESAPARECER_1_4.mp4,DEBAJO_ORACION_3.mp4
244,odiar,ODIAR,1,DECIRME_ORACION_1\ODIAR_1_2.mp4,DECIRME_ORACION_1.mp4
245,dentro,DENTRO,1,DENTRO_ORACION_1\DENTRO_1_4.mp4,DENTRO_ORACION_1.mp4
246,desparecer,DESPARECER,2,DESAPARECER_ORACION_1\DESPARECER_1_3.mp4,DESAPARECER_ORACION_1.mp4
247,llave,LLAVE,3,DESAPARECER_ORACION_1\LLAVE_1_2.mp4,DESAPARECER_ORACION_1.mp4
248,despu,DESPUES,5,DESPUES_ORACION_1\DESPUES_1_1.mp4,DESPUES_ORACION_1.mp4
249,examen,EXAMEN,2,DESPUES_ORACION_3\EXAMEN_1_2.mp4,DESPUES_ORACION_3.mp4
250,grabar,GRABAR,2,DESPUES_ORACION_4\GRABAR_1_2.mp4,DESPUES_ORACION_4.mp4
251,dia,DIA,1,DIA_ORACION_1\DIA_1_1.mp4,DIA_ORACION_1.mp4
252,diecinueve,DIECINUEVE,3,DIECINUEVE_ORACION_1\DIECINUEVE_1_5.mp4,DIECINUEVE_ORACION_1.mp4
253,pez,PEZ,1,DIECINUEVE_ORACION_1\PEZ_1_2.mp4,DIECINUEVE_ORACION_1.mp4
254,chancho,CHANCHO,1,DIECIOCHO_ORACION_1\CHANCHO_1_2.mp4,DIECIOCHO_ORACION_1.mp4
255,dieciocho,DIECIOCHO,3,DIECIOCHO_ORACION_1\DIECIOCHO_1_3.mp4,DIECIOCHO_ORACION_1.mp4
256,gallina,GALLINA,1,DIECIOCHO_ORACION_2\GALLINA_1_2.mp4,DIECIOCHO_ORACION_2.mp4
257,dieciseis,DIECISEIS,3,DIECISEIS_ORACION_1\DIECISEIS_1_5.mp4,DIECISEIS_ORACION_1.mp4
258,mono,MONO,1,DIECISEIS_ORACION_2\MONO_1_2.mp4,DIECISEIS_ORACION_2.mp4
259,increible,INCREIBLE,1,DIECISEIS_ORACION_3\INCREIBLE_1_4.mp4,DIECISEIS_ORACION_3.mp4
260,diecisiete,DIECISIETE,4,DIECISIETE_ORACION_1\DIECISIETE_1_3.mp4,DIECISIETE_ORACION_1.mp4
261,pollo,POLLO,1,DIECISIETE_ORACION_3\POLLO_1_1.mp4,DIECISIETE_ORACION_3.mp4
262,pero,PERO,1,DIEZ_ORACION_1\PERO_1_4.mp4,DIEZ_ORACION_1.mp4
263,nada,NADA-MAS,1,DIEZ_ORACION_2\NADA-MAS_1_8.mp4,DIEZ_ORACION_2.mp4
264,solo,SOLO,1,DIEZ_ORACION_2\SOLO_1_5.mp4,DIEZ_ORACION_2.mp4
265,sordo,SORDO,1,DIEZ_ORACION_2\SORDO_1_6.mp4,DIEZ_ORACION_2.mp4
266,dificil,DIFICIL,3,DIFICIL_ORACION_1\DIFICIL_1_2.mp4,DIFICIL_ORACION_1.mp4
267,matematica,MATEMATICA,1,DIFICIL_ORACION_1\MATEMATICA_1_1.mp4,DIFICIL_ORACION_1.mp4
268,mucho,MUCHO-DINERO,2,DINERO_ORACION_2\MUCHO-DINERO_2_3.mp4,DINERO_ORACION_2.mp4
269,rico,RICO,1,DINERO_ORACION_2\RICO_1_2.mp4,DINERO_ORACION_2.mp4
270,doce,DOCE,3,DOCE_ORACION_1\DOCE_1_5.mp4,DOCE_ORACION_1.mp4
271,graduar él,GRADUARSE,1,DOCE_ORACION_1\GRADUARSE_1_4.mp4,DOCE_ORACION_1.mp4
272,imposible,IMPOSIBLE,3,DOCE_ORACION_2\IMPOSIBLE_1_3.mp4,DOCE_ORACION_2.mp4
273,ojo,OJOS,1,DOCE_ORACION_2\OJOS_1_7.mp4,DOCE_ORACION_2.mp4
274,pensar,PENSAR,6,DOCE_ORACION_2\PENSAR_1_4.mp4,DOCE_ORACION_2.mp4
275,pais,PAIS,1,DOCE_ORACION_3\PAIS_1_5.mp4,DOCE_ORACION_3.mp4
276,lugar,LUGAR,4,DONDE_ORACION_1\LUGAR_1_2.mp4,DONDE_ORACION_1.mp4
277,tia,TIA,1,DORMIR_ORACION_3\TIA_1_2.mp4,DORMIR_ORACION_3.mp4
278,buscar,BUSCAR-RECIPENTE,1,DOS_ORACION_1\BUSCAR-RECIPENTE_1_4.mp4,DOS_ORACION_1.mp4
279,esperar,ESPERAR,12,DOS_ORACION_1\ESPERAR_1_2.mp4,DOS_ORACION_1.mp4
280,llevar,LLEVAR-RECIPENTE,1,DOS_ORACION_1\LLEVAR-RECIPENTE_1_5.mp4,DOS_ORACION_1.mp4
281,quitar,QUITAR,1,DOS_ORACION_1\QUITAR_1_3.mp4,DOS_ORACION_1.mp4
282,ix,IX-OCULTO,2,EL-SUSURRO_ORACION_1\IX-OCULTO_1_2.mp4,EL-SUSURRO_ORACION_1.mp4
283,romper,ROMPER,2,ELLA_ORACION_2\ROMPER_1_2.mp4,ELLA_ORACION_2.mp4
284,acordar,ACORDAR,1,EL_ORACION_1\ACORDAR_1_3.mp4,EL_ORACION_1.mp4
285,empezar,EMPEZAR,3,EMPEZAR_ORACION_1\EMPEZAR_1_4.mp4,EMPEZAR_ORACION_1.mp4
286,encontrar,ENCONTRAR,4,ENCONTRAR_ORACION_1\ENCONTRAR_1_5.mp4,ENCONTRAR_ORACION_1.mp4
287,nueve,NUEVE,1,ENCONTRAR_ORACION_1\NUEVE_1_4.mp4,ENCONTRAR_ORACION_1.mp4
288,por,POR-FAVOR,9,ENCONTRAR_ORACION_1\POR-FAVOR_1_2.mp4,ENCONTRAR_ORACION_1.mp4
289,casualidad,CASUALIDAD,1,ENCONTRAR_ORACION_3\CASUALIDAD_1_2.mp4,ENCONTRAR_ORACION_3.mp4
290,celular,CELULAR,1,ENCONTRAR_ORACION_3\CELULAR_1_4.mp4,ENCONTRAR_ORACION_3.mp4
291,engañar,ENGAÑAR,2,ENGAÑAR_ORACION_1\ENGAÑAR_1_7.mp4,ENGAÑAR_ORACION_1.mp4
292,facil,FACIL,1,ENGAÑAR_ORACION_2\FACIL_1_2.mp4,ENGAÑAR_ORACION_2.mp4
293,cambiar,CAMBIAR,1,ENGORDAR_ORACION_1\CAMBIAR_1_2.mp4,ENGORDAR_ORACION_1.mp4
294,engordar,ENGORDAR,1,ENGORDAR_ORACION_1\ENGORDAR_1_3.mp4,ENGORDAR_ORACION_1.mp4
295,ah,AH-YA,1,ENTENDER_ORACION_1\AH-YA_1_1.mp4,ENTENDER_ORACION_1.mp4
296,entender,ENTENDER,2,ENTENDER_ORACION_1\ENTENDER_1_2.mp4,ENTENDER_ORACION_1.mp4
297,atencion,ATENCION,1,ENTENDER_ORACION_2\ATENCION_1_2.mp4,ENTENDER_ORACION_2.mp4
298,esconder,ESCONDER,1,ESCONDER_ORACION_1\ESCONDER_1_4.mp4,ESCONDER_ORACION_1.mp4
299,tarde,TARDE,1,ESPERAR_ORACION_2\TARDE_1_2.mp4,ESPERAR_ORACION_2.mp4
300,llamar,LLAMAR,1,ESPERAR_ORACION_4\LLAMAR_1_1.mp4,ESPERAR_ORACION_4.mp4
301,enfermo,ENFERMO,1,ESTAR-BIEN_ORACION_1\ENFERMO_1_2.mp4,ESTAR-BIEN_ORACION_1.mp4
302,estar,ESTAR-BIEN,3,ESTAR-BIEN_ORACION_1\ESTAR-BIEN_1_6.mp4,ESTAR-BIEN_ORACION_1.mp4
303,que,QUE,7,ESTAR-BIEN_ORACION_1\QUE_1_4.mp4,ESTAR-BIEN_ORACION_1.mp4
304,sick,SICK,1,ESTAR-BIEN_ORACION_1\SICK_1_3.mp4,ESTAR-BIEN_ORACION_1.mp4
305,abuelo,ABUELO,1,ESTAR-BIEN_ORACION_2\ABUELO_1_2.mp4,ESTAR-BIEN_ORACION_2.mp4
306,hospital,HOSPITAL,1,ESTAR-BIEN_ORACION_2\HOSPITAL_1_3.mp4,ESTAR-BIEN_ORACION_2.mp4
307,faltar,FALTAR,4,FALTAR_ORACION_1\FALTAR_1_1.mp4,FALTAR_ORACION_1.mp4
308,leer,LEER,3,FALTAR_ORACION_2\LEER_1_1.mp4,FALTAR_ORACION_2.mp4
309,venir,VENIR,1,FALTAR_ORACION_2\VENIR_1_3.mp4,FALTAR_ORACION_2.mp4
310,feliz,FELIZ,3,FELIZ_ORACION_1\FELIZ_1_2.mp4,FELIZ_ORACION_1.mp4
311,ingresar,INGRESAR,1,FELIZ_ORACION_1\INGRESAR_1_4.mp4,FELIZ_ORACION_1.mp4
312,universidad,UNIVERSIDAD,2,FELIZ_ORACION_1\UNIVERSIDAD_1_5.mp4,FELIZ_ORACION_1.mp4
313,siempre,SIEMPRE,1,FELIZ_ORACION_3\SIEMPRE_1_3.mp4,FELIZ_ORACION_3.mp4
314,fin,FIN,4,FIN_ORACION_1\FIN_1_3.mp4,FIN_ORACION_1.mp4
315,limpiar,LIMPIAR,2,FIN_ORACION_1\LIMPIAR_1_2.mp4,FIN_ORACION_1.mp4
316,escribir,ESCRIBIR,5,FIN_ORACION_2\ESCRIBIR_1_2.mp4,FIN_ORACION_2.mp4
317,flaco,FLACO,4,FLACO_ORACION_1\FLACO_1_2.mp4,FLACO_ORACION_1.mp4
318,sorpresa,SORPRESA,1,FLACO_ORACION_1\SORPRESA_1_1.mp4,FLACO_ORACION_1.mp4
319,mamá,MAMÁ,1,FLACO_ORACION_2\MAMÁ_1_2.mp4,FLACO_ORACION_2.mp4
320,gordo,GORDO,3,FLACO_ORACION_3\GORDO_1_2.mp4,FLACO_ORACION_3.mp4
321,pasado,PASADO,3,FLACO_ORACION_3\PASADO_1_1.mp4,FLACO_ORACION_3.mp4
322,fortachon,FORTACHON,3,FORTACHON_ORACION_1\FORTACHON_1_4.mp4,FORTACHON_ORACION_1.mp4
323,lindo,LINDO,1,FORTACHON_ORACION_1\LINDO_1_3.mp4,FORTACHON_ORACION_1.mp4
324,demostrar,DEMOSTRAR,1,FORTACHON_ORACION_2\DEMOSTRAR_1_3.mp4,FORTACHON_ORACION_2.mp4
325,embarazo,EMBARAZO,1,FREGADO_ORACION_1\EMBARAZO_1_2.mp4,FREGADO_ORACION_1.mp4
326,fregado,FREGADO,1,FREGADO_ORACION_1\FREGADO_1_1.mp4,FREGADO_ORACION_1.mp4
327,fregrado,FREGRADO,1,FREGADO_ORACION_2\FREGRADO_2_7.mp4,FREGADO_ORACION_2.mp4
328,marihuana,MARIHUANA,1,FREGADO_ORACION_2\MARIHUANA_1_2.mp4,FREGADO_ORACION_2.mp4
329,policia,POLICIA,1,FREGADO_ORACION_2\POLICIA_1_4.mp4,FREGADO_ORACION_2.mp4
330,vender,VENDER,1,FREGADO_ORACION_2\VENDER_1_3.mp4,FREGADO_ORACION_2.mp4
331,sentir,SENTIR,1,FRIO_ORACION_2\SENTIR_1_1.mp4,FRIO_ORACION_2.mp4
332,baja,BAJA-TEMPERATURA,1,FRIO_ORACION_3\BAJA-TEMPERATURA_1_3.mp4,FRIO_ORACION_3.mp4
333,huaraz,HUARAZ,1,FRIO_ORACION_3\HUARAZ_1_1.mp4,FRIO_ORACION_3.mp4
334,fundar,FUNDAR,2,FUNDAR_ORACION_1\FUNDAR_1_7.mp4,FUNDAR_ORACION_1.mp4
335,preguntar,PREGUNTAR,3,FUNDAR_ORACION_1\PREGUNTAR_1_4.mp4,FUNDAR_ORACION_1.mp4
336,casar él,CASARSE,1,FUTURO_ORACION_1\CASARSE_1_3.mp4,FUTURO_ORACION_1.mp4
337,wow,WOW,1,GORDO_ORACION_1\WOW_1_1.mp4,GORDO_ORACION_1.mp4
338,gorro,GORRO,3,GORRO_ORACION_1\GORRO_1_5.mp4,GORRO_ORACION_1.mp4
339,playa,PLAYA,2,GORRO_ORACION_1\PLAYA_1_3.mp4,GORRO_ORACION_1.mp4
340,descansar,DESCANSAR,1,GORRO_ORACION_2\DESCANSAR_1_1.mp4,GORRO_ORACION_2.mp4
341,mucho,MUCHO-SOL,1,GORRO_ORACION_2\MUCHO-SOL_1_2.mp4,GORRO_ORACION_2.mp4
342,sacar,SACAR,1,GORRO_ORACION_2\SACAR_1_3.mp4,GORRO_ORACION_2.mp4
343,deporte,DEPORTE,1,HACER_ORACION_1\DEPORTE_1_6.mp4,HACER_ORACION_1.mp4
344,entrenar,ENTRENAR,1,HACER_ORACION_1\ENTRENAR_1_3.mp4,HACER_ORACION_1.mp4
345,hacer,HACER,1,HACER_ORACION_1\HACER_1_2.mp4,HACER_ORACION_1.mp4
346,cruzar,CRUZAR-EL-CIELO,1,HELICOPTERO_ORACION_1\CRUZAR-EL-CIELO_1_2.mp4,HELICOPTERO_ORACION_1.mp4
347,helicoptero,HELICOPTERO,1,HELICOPTERO_ORACION_1\HELICOPTERO_1_1.mp4,HELICOPTERO_ORACION_1.mp4
348,television,TELEVISION,1,HIJO_ORACION_1\TELEVISION_1_5.mp4,HIJO_ORACION_1.mp4
349,arroz,ARROZ-CHAUFA,1,HIJO_ORACION_3\ARROZ-CHAUFA_1_5.mp4,HIJO_ORACION_3.mp4
350,peru,PERU,1,HISTORIA_ORACION_1\PERU_1_4.mp4,HISTORIA_ORACION_1.mp4
351,hola,HOLA,4,HOLA_ORACION_1\HOLA_1_4.mp4,HOLA_ORACION_1.mp4
352,abrazar,ABRAZAR,1,HOLA_ORACION_2\ABRAZAR_1_5.mp4,HOLA_ORACION_2.mp4
353,sabado,SABADO,1,HOY_ORACION_1\SABADO_1_2.mp4,HOY_ORACION_1.mp4
354,fiesta,FIESTA,1,HOY_ORACION_2\FIESTA_1_4.mp4,HOY_ORACION_2.mp4
355,dibujar,DIBUJAR,2,IDEA_ORACION_1\DIBUJAR_1_2.mp4,IDEA_ORACION_1.mp4
356,idea,IDEA,3,IDEA_ORACION_1\IDEA_1_4.mp4,IDEA_ORACION_1.mp4
357,igual,IGUAL,14,IGUAL_ORACION_1\IGUAL_1_11.mp4,IGUAL_ORACION_1.mp4
358,intentar,INTENTAR,1,IGUAL_ORACION_1\INTENTAR_1_2.mp4,IGUAL_ORACION_1.mp4
359,vestir,VESTIR,1,IGUAL_ORACION_2\VESTIR_1_1.mp4,IGUAL_ORACION_2.mp4
360,participar,PARTICIPAR,1,IGUAL_ORACION_4\PARTICIPAR_1_2.mp4,IGUAL_ORACION_4.mp4
361,de,DE-ACUERDO,1,IGUAL_ORACION_5\DE-ACUERDO_1_2.mp4,IGUAL_ORACION_5.mp4
362,empujar,EMPUJAR,2,IGUAL_ORACION_6\EMPUJAR_1_2.mp4,IGUAL_ORACION_6.mp4
363,deber,DEBER,1,IGUAL_ORACION_7\DEBER_1_4.mp4,IGUAL_ORACION_7.mp4
364,grupo,GRUPO,1,IGUAL_ORACION_7\GRUPO_1_2.mp4,IGUAL_ORACION_7.mp4
365,comunicar,COMUNICAR,1,IGUAL_ORACION_8\COMUNICAR_1_3.mp4,IGUAL_ORACION_8.mp4
366,desigualdad,DESIGUALDAD,1,IGUAL_ORACION_8\DESIGUALDAD_1_7.mp4,IGUAL_ORACION_8.mp4
367,diferente,DIFERENTE,1,IGUAL_ORACION_8\DIFERENTE_1_5.mp4,IGUAL_ORACION_8.mp4
368,animal,ANIMAL,1,IMPOSIBLE_ORACION_1\ANIMAL_1_6.mp4,IMPOSIBLE_ORACION_1.mp4
369,dinosaurio,DINOSAURIO,1,IMPOSIBLE_ORACION_1\DINOSAURIO_1_9.mp4,IMPOSIBLE_ORACION_1.mp4
370,mundo,MUNDO,1,IMPOSIBLE_ORACION_1\MUNDO_1_14.mp4,IMPOSIBLE_ORACION_1.mp4
371,no,NO-HABER,1,IMPOSIBLE_ORACION_1\NO-HABER_1_12.mp4,IMPOSIBLE_ORACION_1.mp4
372,infiel,INFIEL,1,INFIEL_ORACION_1\INFIEL_1_6.mp4,INFIEL_ORACION_1.mp4
373,visitar,VISITAR,1,IR_ORACION_4\VISITAR_1_3.mp4,IR_ORACION_4.mp4
374,esquina,ESQUINA,1,IR_ORACION_5\ESQUINA_1_3.mp4,IR_ORACION_5.mp4
375,disculpa,DISCULPA,2,JOVEN_ORACION_1\DISCULPA_1_6.mp4,JOVEN_ORACION_1.mp4
376,joven,JOVEN,3,JOVEN_ORACION_1\JOVEN_1_8.mp4,JOVEN_ORACION_1.mp4
377,mejor,MEJOR,1,JOVEN_ORACION_1\MEJOR_1_2.mp4,JOVEN_ORACION_1.mp4
378,libre,LIBRE,1,JOVEN_ORACION_2\LIBRE_1_12.mp4,JOVEN_ORACION_2.mp4
379,viejo,VIEJO,1,JOVEN_ORACION_3\VIEJO_1_4.mp4,JOVEN_ORACION_3.mp4
380,jugar,JUGAR,3,JUGAR_ORACION_1\JUGAR_1_2.mp4,JUGAR_ORACION_1.mp4
381,junto,JUNTOS,1,JUNTOS_ORACION_1\JUNTOS_1_3.mp4,JUNTOS_ORACION_1.mp4
382,encender,ENCENDER-MOTOR,1,LANCHA_ORACION_1\ENCENDER-MOTOR_1_2.mp4,LANCHA_ORACION_1.mp4
383,motor,MOTOR,1,LANCHA_ORACION_1\MOTOR_1_3.mp4,LANCHA_ORACION_1.mp4
384,brillo,BRILLO,1,LENTES-DE-SOL-ORACION_1\BRILLO_1_9.mp4,LENTES-DE-SOL-ORACION_1.mp4
385,incomodar,INCOMODAR,1,LENTES-DE-SOL-ORACION_1\INCOMODAR_1_10.mp4,LENTES-DE-SOL-ORACION_1.mp4
386,lent,LENTES,2,LENTES-DE-SOL-ORACION_1\LENTES_1_5.mp4,LENTES-DE-SOL-ORACION_1.mp4
387,él,LO-SIENTO,2,LO-SIENTO_ORACION_1\LO-SIENTO_1_3.mp4,LO-SIENTO_ORACION_1.mp4
388,dar,DAR-LA-ESPALDA,1,LO-SIENTO_ORACION_2\DAR-LA-ESPALDA_1_2.mp4,LO-SIENTO_ORACION_2.mp4
389,fastidiar,FASTIDIAR,1,LO-SIENTO_ORACION_2\FASTIDIAR_1_1.mp4,LO-SIENTO_ORACION_2.mp4
390,llamar,LLAMAR-LA-ATENCION,1,LO-SIENTO_ORACION_2\LLAMAR-LA-ATENCION_1_3.mp4,LO-SIENTO_ORACION_2.mp4
391,luego,LUEGO,2,LUEGO_ORACION_1\LUEGO_1_1.mp4,LUEGO_ORACION_1.mp4
392,baño,BAÑO,1,LUEGO_ORACION_2\BAÑO_1_2.mp4,LUEGO_ORACION_2.mp4
393,malo,MALO,3,MALO_ORACION_1\MALO_1_10.mp4,MALO_ORACION_1.mp4
394,persona,PERSONA-PEQUEÑA,4,MALO_ORACION_1\PERSONA-PEQUEÑA_1_5.mp4,MALO_ORACION_1.mp4
395,tirar,TIRAR,1,MALO_ORACION_1\TIRAR_1_4.mp4,MALO_ORACION_1.mp4
396,agrupar,AGRUPAR,1,MALO_ORACION_2\AGRUPAR_1_6.mp4,MALO_ORACION_2.mp4
397,alejar,ALEJAR-DE-LA-PERSONA,1,MALO_ORACION_2\ALEJAR-DE-LA-PERSONA_1_5.mp4,MALO_ORACION_2.mp4
398,barrer,BARRER,1,MANDAR_ORACION_1\BARRER_1_7.mp4,MANDAR_ORACION_1.mp4
399,mandar,MANDAR,1,MANDAR_ORACION_1\MANDAR_1_6.mp4,MANDAR_ORACION_1.mp4
400,enviar,ENVIAR,1,MANDAR_ORACION_2\ENVIAR_1_3.mp4,MANDAR_ORACION_2.mp4
401,matrimonio,MATRIMONIO,2,MATRIMONIO_ORACION_1\MATRIMONIO_1_2.mp4,MATRIMONIO_ORACION_1.mp4
402,invitar,INVITAR,1,MATRIMONIO_ORACION_2\INVITAR_1_1.mp4,MATRIMONIO_ORACION_2.mp4
403,bolsillo,BOLSILLO,1,MUCHO-DINERO_ORACION_1\BOLSILLO_1_2.mp4,MUCHO-DINERO_ORACION_1.mp4
404,pelota,PELOTA,1,PELOTA_ORACION_1\PELOTA_1_3.mp4,PELOTA_ORACION_1.mp4
405,perder,PERDER,1,PERDER_ORACION_1\PERDER_1_3.mp4,PERDER_ORACION_1.mp4
406,pila,PILA,1,PILA_ORACION_1\PILA_1_2.mp4,PILA_ORACION_1.mp4
407,doctor,DOCTOR,1,PREGUNTAR_ORACION_1\DOCTOR_1_2.mp4,PREGUNTAR_ORACION_1.mp4
408,presente,PRESENTE,1,PRESENTE_ORACION_1\PRESENTE_1_5.mp4,PRESENTE_ORACION_1.mp4
409,qué,QUÉ,1,PRESENTE_ORACION_1\QUÉ_1_2.mp4,PRESENTE_ORACION_1.mp4
410,entrar,ENTRAR-PERSONA,1,PUERTA_ORACION_1\ENTRAR-PERSONA_1_4.mp4,PUERTA_ORACION_1.mp4
411,puerta,PUERTA,1,PUERTA_ORACION_1\PUERTA_1_3.mp4,PUERTA_ORACION_1.mp4
412,subir,SUBIR-PERSONA,1,SUBIR-PERSONA_ORACION_1\SUBIR-PERSONA_1_4.mp4,SUBIR-PERSONA_ORACION_1.mp4
413,mucho,MUCHO-TIEMPO,1,SUDAR_ORACION_1\MUCHO-TIEMPO_1_3.mp4,SUDAR_ORACION_1.mp4
414,sudar,SUDAR,3,SUDAR_ORACION_1\SUDAR_1_7.mp4,SUDAR_ORACION_1.mp4
415,telefono,TELEFONO,2,TELEFONO_ORACION_1\TELEFONO_1_4.mp4,TELEFONO_ORACION_1.mp4
416,ocupado,OCUPADO,1,TELEFONO_ORACION_2\OCUPADO_1_1.mp4,TELEFONO_ORACION_2.mp4
417,sonar,SONAR-TELEFONO,1,TELEFONO_ORACION_2\SONAR-TELEFONO_1_2.mp4,TELEFONO_ORACION_2.mp4
